timestamp,job_id,link,location,title
2020-10-25 11:01:08.931785,743999722492105,https://jobs.smartrecruiters.com/PublicisGroupe/743999722492105-client-partnerships-associate,,Client Partnerships Associate
2020-10-25 11:01:08.931887,743999721300758,https://jobs.smartrecruiters.com/PublicisGroupe/743999721300758-client-partnerships-associate,,Client Partnerships Associate
2020-10-25 11:01:08.931966,743999721277513,https://jobs.smartrecruiters.com/PublicisGroupe/743999721277513-client-partnerships-associate,,Client Partnerships Associate
2020-10-25 11:01:08.932038,743999721277377,https://jobs.smartrecruiters.com/PublicisGroupe/743999721277377-client-partnerships-associate,,Client Partnerships Associate
2020-10-25 11:01:08.932109,743999721277242,https://jobs.smartrecruiters.com/PublicisGroupe/743999721277242-client-partnerships-associate,,Client Partnerships Associate
2020-10-25 11:01:08.932180,743999721253150,https://jobs.smartrecruiters.com/PublicisGroupe/743999721253150-client-partnerships-associate,,Client Partnerships Associate
2020-10-25 11:01:08.932251,743999720862291,https://jobs.smartrecruiters.com/PublicisGroupe/743999720862291-client-development-manager-m-f-d-,,Client Development Manager (m/f/d)
2020-10-25 11:01:08.932352,743999719951949,https://jobs.smartrecruiters.com/PublicisGroupe/743999719951949-vice-president-finance-vertical,Employees can work remotely,"Vice President, Finance Vertical"
2020-10-25 11:01:08.932427,743999719554371,https://jobs.smartrecruiters.com/PublicisGroupe/743999719554371-client-partnerships-associate,,Client Partnerships Associate
2020-10-25 11:01:08.932497,743999719674261,https://jobs.smartrecruiters.com/PublicisGroupe/743999719674261-associate-program-compliance-manager,,Associate Program Compliance Manager
2020-10-25 11:01:08.932567,743999719659658,https://jobs.smartrecruiters.com/PublicisGroupe/743999719659658-associate-program-compliance-manager,,Associate Program Compliance Manager
2020-10-25 11:01:08.932637,743999719569272,https://jobs.smartrecruiters.com/PublicisGroupe/743999719569272-associate-program-compliance-manager,,Associate Program Compliance Manager
2020-10-25 11:01:08.932706,743999718844009,https://jobs.smartrecruiters.com/PublicisGroupe/743999718844009-associate-program-compliance-manager,,Associate Program Compliance Manager
2020-10-25 11:01:08.932790,743999718843657,https://jobs.smartrecruiters.com/PublicisGroupe/743999718843657-associate-program-compliance-manager,,Associate Program Compliance Manager
2020-10-25 11:01:08.932857,743999718842520,https://jobs.smartrecruiters.com/PublicisGroupe/743999718842520-associate-program-compliance-manager,,Associate Program Compliance Manager
2020-10-25 11:01:08.932957,743999718839785,https://jobs.smartrecruiters.com/PublicisGroupe/743999718839785-associate-program-compliance-manager,Employees can work remotely,Associate Program Compliance Manager
2020-10-25 11:01:08.933057,743999722528247,https://jobs.smartrecruiters.com/PublicisGroupe/743999722528247-data-scientist-data-science-analytics,Employees can work remotely,"Data Scientist, Data Science & Analytics"
2020-10-25 11:01:08.933128,743999717413501,https://jobs.smartrecruiters.com/PublicisGroupe/743999717413501-senior-software-engineer,,Senior Software Engineer
2020-10-25 11:01:08.933199,743999720998828,https://jobs.smartrecruiters.com/PublicisGroupe/743999720998828-client-development-manager-cj-affiliate,,Client Development Manager - CJ Affiliate
2020-10-25 11:01:08.933274,743999722554348,https://jobs.smartrecruiters.com/PublicisGroupe/743999722554348-publisher-development-manager-w-m-d-,,Publisher Development Manager (w/m/d)
